,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference,Status
44,2004-09-28 01:55:00,1096307700.0,gme,0.0,17.92,,1110.060059,-4.00559900722255,-23.08960034184172,underperform
45,2007-04-04 22:40:49,1175697649.0,gme,0.622,32.98,,1439.369995,24.472058387069744,9.702066918056367,outperform
46,2007-12-21 22:09:27,1198246167.0,gme,0.344,61.45,,1484.459961,28.371292704944345,121.62870729505568,outperform
47,2012-03-16 04:45:49,1331844349.0,gme,4.21,23.81,,1404.170044,21.428080555578266,-24.56070870854816,underperform
48,2007-10-31 12:13:05,1193803985.0,gme,0.457,57.5,,1549.380005,33.985367984635815,99.9446564254537,outperform
49,2004-04-23 18:18:58,1082715538.0,gme,0.0,18.17,,1140.599976,-1.364605833010751,-24.713506453400953,underperform
50,2005-01-19 18:07:59,1106129279.0,gme,0.147,19.55,,1184.630005,2.442968563781073,-22.906760264350634,underperform
51,2007-01-29 05:34:00,1170020040.0,gme,0.721,52.25,,1420.619995,22.85061907482567,89.72057701956001,outperform
52,2012-01-11 04:22:41,1326226961.0,gme,4.21,24.23,,1292.47998,11.769485325889917,-13.193407213603496,underperform
53,2007-05-29 01:19:38,1180372778.0,gme,0.506,35.79,,1518.109985,31.28123786609403,14.324946023246902,outperform
54,2004-09-07 03:17:44,1094498264.0,pom,2.012,20.35,,1121.300049,0.0,0.0,underperform
55,2013-05-10 16:25:35,1368174335.0,pom,136.58,21.66,,1633.699951,45.696948150227016,-39.25960171288058,underperform
56,2005-05-11 00:22:35,1115742155.0,pom,1.729,22.03,,1171.109985,4.442159442017478,3.813368813510775,outperform
57,2011-05-09 06:48:37,1304894917.0,pom,110.46,19.55,,1346.290039,20.065101236787697,-23.996305167991633,underperform
58,2013-04-22 02:02:57,1366567377.0,pom,124.34,21.92,,1562.5,39.34718021224309,-31.632192497255375,underperform
59,2005-02-12 03:37:44,1108150664.0,pom,1.726,22.79,,1191.98999,6.304284126540701,5.685887863631278,outperform
60,2004-10-26 09:34:13,1098754453.0,pom,2.012,20.44,,1111.089966,-0.9105576165010888,1.3528180587615304,outperform
61,2003-12-15 02:04:13,1071425053.0,pom,2.102,18.47,,1068.040039,-4.749844615408553,-4.488484622920697,underperform
62,2006-07-21 00:48:13,1153414093.0,amzn,3.873,34.18,,1240.290039,0.0,0.0,underperform
63,2006-04-27 00:52:34,1146070354.0,amzn,6.163,35.79,,1309.719971,5.597878707143273,-0.8875217732638134,underperform
64,2006-02-23 09:44:33,1140659073.0,amzn,6.163,38.72,,1287.790039,3.8297493736463037,9.452872042386463,outperform
65,2006-04-12 04:41:14,1144788074.0,amzn,6.163,36.06,,1288.119995,3.856352505948009,1.6439400628056555,outperform
66,2006-08-23 07:39:00,1156289940.0,amzn,3.457,28.37,,1292.98999,4.249002196493498,-21.247246783971555,underperform
67,2006-11-29 13:23:14,1164777794.0,amzn,6.633,40.92,,1399.47998,12.834896354432473,6.884237642056707,outperform
68,2006-02-19 10:32:08,1140316328.0,amzn,6.183,39.19,,1289.380005,3.9579424534909133,10.699752104730264,outperform
69,2006-02-25 08:49:02,1140828542.0,amzn,6.163,38.35,,1292.670044,4.223206133480847,7.976910894020621,outperform
70,2008-12-18 07:28:53,1229556533.0,amzn,0.172,53.18,,885.2800289999999,-28.623144493382497,84.21120768823329,outperform
71,2006-12-25 17:22:55,1167038575.0,amzn,6.633,40.24,,1410.76001,13.744363466584286,3.985303005036549,outperform
72,2013-02-06 13:03:37,1360127017.0,amzn,53.53,266.89,,1512.119995,21.916644289037947,658.9201023464213,outperform
73,2006-04-10 01:57:57,1144605477.0,amzn,6.163,37.09,,1296.619995,4.54167607807419,3.972074653347704,outperform
74,2006-04-15 15:48:17,1145087297.0,amzn,6.163,36.62,,1288.119995,3.856352505948009,3.2823250832854542,outperform
75,2012-03-30 00:18:24,1333037904.0,amzn,23.33,204.61,,1408.469971,13.559726089197433,485.06520076861415,outperform
76,2006-02-07 03:23:43,1139253823.0,amzn,254.167,37.95,,1254.780029,1.1682743184556073,9.861567694417428,outperform
77,2007-01-06 06:48:17,1168037297.0,amzn,6.633,38.37,,1416.599976,14.215218332491986,-1.9565875542591087,underperform
78,2006-07-05 01:58:44,1152035924.0,amzn,3.873,38.61,,1270.910034,2.4687769825748007,10.492018804435146,outperform
79,2008-01-23 23:19:22,1201101562.0,amzn,1.673,73.97,,1338.599976,7.926366729451738,108.4867403507121,outperform
80,2013-09-05 21:27:13,1378387633.0,amzn,34.83,294.1,,1655.079956,33.44297736474848,727.0017271408104,outperform
81,2006-03-02 04:39:19,1141245559.0,amzn,6.163,37.12,,1289.140015,3.938592947129197,4.662928410389813,outperform
82,2006-02-21 13:18:40,1140499120.0,amzn,6.183,39.19,,1283.030029,3.4459673669926194,11.211727191228558,outperform
83,2013-05-08 15:04:22,1367996662.0,amzn,36.05,259.15,,1632.689941,31.63775324007098,626.554171862328,outperform
84,2006-07-06 00:02:41,1152115361.0,amzn,3.873,37.11,,1274.079956,2.724356072974965,5.8479084091783395,outperform
85,2006-04-24 14:57:02,1145861822.0,amzn,6.163,35.75,,1308.109985,5.468071488720557,-0.8747420563039379,underperform
86,2006-08-22 12:09:59,1156219799.0,amzn,3.457,28.13,,1298.819946,4.719049993112143,-22.419459589367268,underperform
87,2008-10-27 10:05:36,1225073136.0,amzn,0.172,48.96,,848.919983,-31.554720564840398,74.79638235536117,outperform
88,2006-06-15 23:16:47,1150384607.0,amzn,3.873,34.96,,1256.160034,1.2795390191793694,1.0024972593460877,outperform
89,2006-04-17 15:02:00,1145257320.0,amzn,6.163,36.01,,1285.329956,3.6314019772596158,1.7226062146654817,outperform
90,2006-04-27 23:55:15,1146153315.0,amzn,6.163,35.74,,1309.719971,5.597878707143273,-1.0338061500923592,underperform
91,2006-07-20 00:11:22,1153325482.0,amzn,3.873,34.48,,1249.130005,0.7127337737169398,0.16497248725438007,outperform
92,2006-12-15 07:54:15,1166140455.0,amzn,6.633,39.02,,1427.089966,15.060987440535273,-0.9006597635311664,underperform
93,2006-04-12 16:23:51,1144830231.0,amzn,6.163,36.32,,1288.119995,3.856352505948009,2.404618822314135,outperform
94,2006-12-10 09:38:13,1165714693.0,amzn,6.633,38.46,,1407.290039,13.464592534714376,-0.9426498781900872,underperform
95,2006-07-18 12:33:57,1153197237.0,amzn,3.873,33.67,,1236.859985,-0.2765525717488994,-1.2155480719023528,underperform
96,2006-07-18 06:44:14,1153176254.0,amzn,3.873,33.67,,1236.859985,-0.2765525717488994,-1.2155480719023528,underperform
97,2009-01-05 12:03:14,1231128194.0,amzn,0.172,54.36,,927.4500119999999,-25.223134683257754,84.26350917126243,outperform
98,2006-07-18 01:57:56,1153159076.0,amzn,3.873,33.67,,1236.859985,-0.2765525717488994,-1.2155480719023528,underperform
99,2005-03-06 14:36:48,1110091008.0,cnp,17.622,12.47,,1210.469971,0.0,0.0,underperform
100,2005-02-05 01:03:46,1107536626.0,cnp,17.622,11.91,,1193.189941,-1.4275471853072426,-3.0632306815732746,underperform
101,2013-05-23 18:24:38,1369304678.0,cnp,210.71,23.86,,1650.51001,36.352825724083985,54.9863883897893,outperform
102,2011-09-25 19:57:36,1316951856.0,cnp,274.28,18.97,,1129.560059,-6.684173415153648,58.80927365573102,outperform
103,2007-03-24 17:55:26,1174730126.0,cnp,5.904,18.2,,1435.040039,18.552303929892368,27.3979767437243,outperform
104,2008-02-01 08:49:37,1201826977.0,cnp,5.585,15.99,,1395.420044,15.279195472086599,12.948551119733764,outperform
105,2003-12-14 20:04:17,1071403457.0,cnp,7.052,9.35,,1071.209961,-11.504623273302165,-13.515424842174983,underperform
106,2013-04-22 03:06:55,1366571215.0,cat,228.37,80.43,,1562.5,0.0,0.0,underperform
107,2005-02-04 04:32:23,1107462743.0,cat,3.118,91.8,,1203.030029,-23.006078144,37.14259436928906,outperform
108,2008-01-23 15:52:20,1201074740.0,cat,3.189,63.8,,1338.599976,-14.329601536000002,-6.346763004594315,underperform
109,2011-11-08 07:18:14,1320707894.0,cat,233.25,95.0,,1275.920044,-18.341117184,36.45624835396145,outperform
110,2006-04-21 11:12:24,1145589144.0,cat,3.053,77.97,,1311.280029,-16.078078144,13.019517905283092,outperform
111,2013-02-06 09:08:04,1360112884.0,cat,228.32,98.44,,1512.119995,-3.2243203199999986,25.616462555484254,outperform
112,2011-09-03 08:40:17,1315010417.0,cat,247.48,85.38,,1218.890015,-21.991039040000004,28.14545903254009,outperform
113,2008-10-28 20:07:37,1225195657.0,cat,3.542,34.9,,940.51001,-39.80735936,-16.800871399666804,underperform
114,2013-05-12 19:32:38,1368358358.0,cat,221.07,88.62,,1626.670044,4.106882815999997,6.075884808020888,outperform
115,2003-11-08 10:42:46,1068259366.0,cat,2.976,72.57,,1051.810059,-32.684156224000006,22.911683266148444,outperform
116,2008-10-26 22:51:22,1225032682.0,cat,3.542,33.3,,908.1099849999999,-41.88096096,-16.716577272002986,underperform
117,2007-04-07 14:35:58,1175927758.0,cat,3.98,67.63,,1439.369995,-7.880320319999999,-8.034139458689559,underperform
118,2006-10-23 12:38:01,1161578281.0,cat,3.161,59.0,,1377.02002,-11.870718720000005,-14.773568237602886,underperform
119,2007-04-27 09:10:35,1177636235.0,cat,3.651,73.0,,1494.069946,-4.379523455999995,-4.85832311866121,underperform
120,2007-02-17 21:38:28,1171719508.0,cat,3.98,67.67,,1455.300049,-6.860796864000003,-9.003930227881142,underperform
121,2007-03-01 01:57:50,1172685470.0,cat,3.98,64.43,,1403.170044,-10.197117184000003,-9.695957539361924,underperform
122,2007-03-04 15:30:52,1172993452.0,cat,3.98,63.04,,1403.170044,-10.197117184000003,-11.424168405954003,underperform
123,2007-03-29 10:29:11,1175135351.0,cat,3.98,66.24,,1422.530029,-8.958078144,-8.684592501281626,underperform
124,2005-01-25 09:39:53,1106617193.0,cat,3.172,88.12,,1168.410034,-25.221757824,34.782866862915824,outperform
125,2007-07-03 16:00:35,1183449635.0,cat,3.651,77.84,,1524.869995,-2.408320319999999,-0.8118711508442171,underperform
126,2006-06-16 13:07:53,1150434473.0,cat,2.886,70.85,,1251.540039,-19.901437504000004,7.990459013387035,outperform
127,2007-10-14 02:51:55,1192301515.0,cat,3.519,80.3,,1554.410034,-0.5177578240000003,0.3561265918726726,outperform
128,2004-04-13 08:09:47,1081814987.0,cat,3.26,83.75,,1129.439941,-27.715843775999993,31.843656781097586,outperform
129,2008-12-19 22:55:42,1229698542.0,cat,3.542,42.69,,887.8800050000001,-43.175679679999995,-3.747110323729963,underperform
130,2012-11-23 04:27:41,1353616061.0,cat,222.26,83.05,,1409.150024,-9.814398463999998,13.071889449950502,outperform
131,2012-05-20 21:07:15,1337519235.0,cat,232.43,88.68,,1304.859985,-16.488960959999996,26.74632761423349,outperform
132,2008-12-18 02:31:11,1229538671.0,cat,3.542,44.65,,885.2800289999999,-43.342078144000006,-1.1438102061181112,underperform
133,2007-03-12 18:34:27,1173695667.0,cat,3.98,64.39,,1406.599976,-9.977601536000002,-9.96520587417034,underperform
134,2007-06-29 15:22:17,1183101737.0,cat,3.651,78.94,,1503.349976,-3.7856015360000024,1.9330589523869115,outperform
135,2012-11-16 12:42:01,1353040921.0,cat,222.26,81.3,,1359.880005,-12.967679680000002,14.049365618082794,outperform
136,2007-01-13 03:58:55,1168631935.0,cat,3.036,59.74,,1414.849976,-9.449601536000001,-16.274630715647397,underperform
137,2012-03-10 09:16:00,1331342160.0,cat,258.16,110.22,,1352.630005,-13.43167968,50.47009818055948,outperform
138,2007-05-27 15:37:35,1180251455.0,cat,3.651,75.71,,1507.51001,-3.5193593600000024,-2.349097683391783,underperform
139,2012-01-02 19:36:40,1325504200.0,cat,233.25,90.6,,1257.599976,-19.513601536000003,32.15813715703691,outperform
140,2007-02-08 05:05:06,1170882306.0,cat,3.98,65.64,,1448.310059,-7.308156224000006,-11.080504723407683,underperform
141,2005-05-18 10:55:54,1116384954.0,cat,3.154,91.96,,1185.560059,-24.124156224000007,38.45960319652268,outperform
142,2005-03-21 07:27:48,1111361268.0,cat,3.151,96.4,,1183.780029,-24.238078144,44.09385335225562,outperform
143,2004-10-23 05:48:06,1098481686.0,cat,3.172,77.34,,1103.660034,-29.365757824,25.523907768050723,outperform
144,2012-07-19 10:15:20,1342664120.0,cat,232.43,82.52,,1376.51001,-11.903359360000003,14.501892245739143,outperform
145,2004-08-10 02:02:44,1092074564.0,aapl,0.0,30.3,,1079.040039,0.0,0.0,underperform
146,2004-10-12 05:40:57,1097530857.0,aapl,0.0,38.59,,1121.839966,3.9664818220892752,23.393254151508092,outperform
147,2004-12-04 14:16:51,1102141011.0,aapl,0.0,62.68,,1191.369995,10.410174964786458,96.45451150386037,outperform
148,2005-12-17 11:55:53,1134791753.0,aapl,0.0,71.11,,1272.73999,17.951136565748886,116.7353320811158,outperform
149,2004-02-03 07:33:34,1075764814.0,aapl,0.07,22.32,,1136.030029,5.281545442263245,-31.618179105629583,underperform
150,2003-12-07 10:36:10,1070764570.0,aapl,0.072,20.85,,1069.719971,-0.8637369942858989,-30.324381817595285,underperform
151,2004-06-03 01:20:38,1086196838.0,aapl,0.0,28.92,,1116.640015,3.484576534791585,-8.039031980336135,underperform
152,2006-02-17 15:01:01,1140159661.0,aapl,0.0,70.21,,1287.23999,19.29492358716821,112.42124802999349,outperform
153,2006-02-03 13:49:59,1138945799.0,aapl,0.0,72.1,,1264.030029,17.14394121755106,120.80985416198686,outperform
154,2013-08-11 02:30:32,1376159432.0,aapl,13.75,454.45,,1697.47998,57.313901120215995,1342.5210823781335,outperform
155,2005-02-04 03:07:08,1107457628.0,aapl,0.0,77.81,,1203.030029,11.490768230890462,145.30791163709634,outperform
156,2005-01-26 15:16:47,1106723807.0,aapl,0.0,71.94,,1174.069946,8.806893494709337,128.61884907954808,outperform
157,2006-01-25 09:43:52,1138153432.0,aapl,0.0,76.04,,1264.680054,17.20418226297161,133.75291344659936,outperform
158,2006-02-07 09:17:30,1139275050.0,aapl,0.0,67.3,,1254.780029,16.286697772852527,105.82551344826956,outperform
159,2005-03-01 10:36:03,1109644563.0,aapl,0.0,44.86,,1210.410034,12.174709950684232,35.878095329843816,outperform
160,2006-08-27 05:44:31,1156628671.0,bf-b,0.369,74.06,,1296.060059,0.0,0.0,underperform
161,2006-11-01 07:49:57,1162338597.0,bf-b,0.342,72.19,,1367.810059,5.536008883366106,-8.060988629517881,underperform
162,2007-02-13 20:12:58,1171368778.0,bf-b,0.315,65.85,,1444.26001,11.434651501748043,-22.52025776693844,underperform
163,2008-06-16 10:57:59,1213585079.0,bf-b,0.599,77.59,,1360.140015,4.944211925598738,-0.17780630853149404,underperform
164,2007-04-07 23:45:01,1175960701.0,bf-b,0.696,65.64,,1439.369995,11.057353014224793,-22.426513154651474,underperform
165,2007-01-26 04:47:47,1169758067.0,bf-b,0.315,65.45,,1422.180054,9.731030142022147,-21.356739026710237,underperform
166,2013-02-16 01:09:21,1360948161.0,znga,5.48,3.2,,1520.329956,0.0,0.0,underperform
167,2012-11-10 00:28:49,1352478529.0,znga,5.39,2.12,,1394.530029,-8.274514785657491,-25.47548521434251,underperform
168,2012-11-01 16:37:56,1351759076.0,znga,5.39,2.21,,1427.589966,-6.099990968013264,-24.83750903198674,underperform
169,2013-04-22 02:07:08,1366567628.0,znga,5.48,3.19,,1562.5,2.7737428861133324,-3.0862428861133395,underperform
170,2013-05-10 05:43:27,1368135807.0,znga,5.37,3.21,,1633.699951,7.456933578963172,-7.144433578963179,underperform
171,2011-09-03 05:04:33,1314997473.0,pm,326.66,68.24,,1218.890015,0.0,0.0,underperform
172,2008-04-08 11:05:11,1207623911.0,pm,0.41,50.67,,1365.540039,12.031440260834366,-37.77880251171361,underperform
173,2008-12-18 18:44:35,1229597075.0,pm,0.958,42.66,,885.2800289999999,-27.369982680512816,-10.115363157705236,underperform
174,2011-11-28 11:20:08,1322450408.0,pm,486.02,71.31,,1192.550049,-2.160979717271702,6.659807384329158,outperform
175,2008-10-28 19:14:01,1225192441.0,pm,0.958,40.76,,940.51001,-22.838812491215624,-17.43082408557218,underperform
176,2008-04-27 01:50:41,1209232241.0,pm,0.41,51.3,,1388.819946,13.941367055993165,-38.76551711460981,underperform
177,2008-12-07 05:52:38,1228600358.0,pm,0.958,42.36,,845.2199710000001,-30.656584220193146,-7.268386471483282,underperform
178,2011-12-22 03:21:08,1324495268.0,tel,35.66,30.6,,1254.0,0.0,0.0,underperform
179,2013-05-09 22:32:40,1368109960.0,tel,39.18,44.5,,1626.670044,29.718504306220094,15.70633229508709,outperform
180,2013-04-23 04:29:25,1366662565.0,tel,37.35,39.55,,1578.780029,25.899523843700162,3.348842169371718,outperform
181,2012-01-28 15:15:06,1327734906.0,tel,35.66,34.3,,1326.060059,5.7464161881977605,6.345087079776081,outperform
182,2011-12-29 20:10:30,1325160630.0,tel,35.66,31.0,,1263.02002,0.7192998405103613,0.5878897019732942,outperform
183,2012-01-28 06:07:04,1327702024.0,tel,35.66,34.3,,1326.060059,5.7464161881977605,6.345087079776081,outperform
184,2005-03-09 20:00:19,1110369619.0,pll,0.531,27.17,,1207.01001,0.0,0.0,underperform
185,2012-11-04 04:49:15,1351975755.0,pll,46.1,63.95,,1427.589966,18.274906933041926,117.09498633158816,outperform
186,2005-04-04 22:27:11,1112624831.0,pll,0.531,26.9,,1176.119995,-2.5592177980363187,1.5654746990300503,outperform
187,2005-08-16 23:35:02,1124206502.0,pll,0.509,29.01,,1219.339966,1.0215288935342002,5.750646299693623,outperform
188,2008-06-24 16:11:21,1214295081.0,pll,0.669,41.865002,,1314.290039,8.888081135300611,45.19731452167398,outperform
189,2005-01-19 10:07:37,1106100457.0,pll,0.532,27.3,,1184.630005,-1.8541689641828225,2.33263786370435,outperform
190,2004-09-16 23:12:51,1095347571.0,pll,0.52,24.25,,1123.5,-6.918750408706218,-3.8283971805466397,underperform
191,2013-04-25 02:16:56,1366827416.0,pll,41.67,65.81,,1585.160034,31.329485328791932,110.88619372899238,outperform
192,2003-10-26 16:19:18,1067156358.0,pll,0.592,23.11,,1033.77002,-14.352821315872935,-0.5901304691841212,underperform
193,2004-11-26 13:51:32,1101448292.0,pll,0.52,27.94,,1182.650024,-2.018209111621198,4.852217208787188,outperform
194,2012-11-06 15:56:47,1352188607.0,cmcsa,58.26,37.29,,1428.390015,0.0,0.0,underperform
195,2004-11-15 20:17:57,1100521077.0,cmcsa,0.612,29.9,,1183.810059,-17.12277133217009,-2.6948741491922092,underperform
196,2013-01-18 21:46:35,1358516795.0,cmcsa,58.26,40.26,,1485.97998,4.031809547478538,3.9327922224329637,outperform
197,2012-04-08 18:20:20,1333880420.0,cmcsa,61.74,29.56,,1398.079956,-2.1219735983662633,-18.607444476184558,underperform
198,2013-05-15 12:06:08,1368590768.0,cmcsa,95.4,43.33,,1658.780029,16.129349237995065,0.06802271158927198,outperform
199,2005-02-04 08:38:35,1107477515.0,cmcsa,0.57,32.11,,1203.030029,-15.77720255906437,1.88607893342747,outperform
200,2007-01-26 11:58:03,1169783883.0,cmcsa,0.668,43.49,,1422.180054,-0.4347524789999334,17.061193884202407,outperform
201,2012-07-16 21:38:22,1342445902.0,cmcsa,59.06,31.83,,1353.640015,-5.233164556950505,-9.408830616018122,underperform
202,2004-01-25 04:19:48,1074975588.0,cmcsa,0.737,35.46,,1143.939941,-19.914034053227393,15.006552154595056,outperform
203,2008-02-20 01:37:24,1203442644.0,cmcsa,0.743,20.47,,1360.030029,-4.78580676720846,-40.320119754647266,underperform
204,2006-10-23 13:36:38,1161581798.0,cmcsa,0.604,37.98,,1377.02002,-3.5963563494946458,5.446718376847818,outperform
205,2003-10-27 05:20:06,1067203206.0,cmcsa,0.849,32.15,,1031.130005,-27.811732498004055,14.027876236271686,outperform
206,2011-09-04 02:03:53,1315073033.0,cmcsa,63.38,21.0,,1204.420044,-15.679889151283376,-28.0047447988373,underperform
207,2005-04-04 10:24:15,1112581455.0,cmcsa,0.57,33.39,,1176.119995,-17.661144179868828,7.202576199176956,outperform
208,2012-11-23 11:50:58,1353642658.0,cmcsa,58.26,36.49,,1409.150024,-1.3469704211002846,-0.7983768569903487,underperform
209,2012-02-05 02:17:01,1328379421.0,cmcsa,65.2,27.15,,1325.540039,-7.200412696808159,-19.99186405299072,underperform
210,2008-01-25 16:37:59,1201250279.0,cmcsa,0.743,17.3022,,1330.609985,-6.845471402990723,-46.755494003284426,underperform
211,2012-11-17 00:08:02,1353082082.0,cmcsa,58.26,35.45,,1355.48999,-5.103649859943884,0.16935112033541966,outperform
212,2007-02-26 07:22:13,1172445733.0,grmn,0.0,57.49,,1449.369995,0.0,0.0,underperform
213,2005-04-30 07:02:42,1114815762.0,grmn,0.0,39.5,,1156.380005,-20.214989340937752,-11.077409337093211,underperform
214,2005-05-27 23:07:18,1117206438.0,grmn,0.0,44.34,,1198.780029,-17.289578704159663,-5.583964520749014,underperform
215,2007-05-24 20:57:57,1180011477.0,grmn,0.0,60.87,,1507.51001,4.011399104477801,1.8678842491489087,outperform
216,2005-03-06 00:45:11,1110041111.0,grmn,0.0,51.93,,1210.469971,-16.483025371309694,6.811778197888225,outperform
217,2005-02-05 15:06:29,1107587189.0,grmn,0.0,56.96,,1193.189941,-17.675269591875324,16.753370131099533,outperform
218,2007-04-24 19:00:25,1177412425.0,grmn,0.0,54.89,,1480.410034,2.141622850416465,-6.664148507052404,underperform
219,2007-04-10 20:12:41,1176207161.0,grmn,0.0,53.51,,1448.390015,-0.06761420502568556,-6.855328915517025,underperform
220,2007-06-25 04:54:50,1182718490.0,grmn,0.0,70.83,,1497.73999,3.3373117400571006,19.86672374437497,outperform
221,2007-05-28 18:16:11,1180347371.0,grmn,0.0,60.09,,1515.72998,4.578540002133827,-0.05601434549788831,underperform
222,2006-05-18 05:19:22,1147900762.0,grmn,N/A,87.8,,1261.810059,-12.94079059501988,65.66300315372573,outperform
223,2004-10-27 04:52:33,1098823953.0,grmn,0.0,47.71,,1125.400024,-22.352468459925582,5.340814259195017,outperform
224,2007-02-25 08:31:59,1172363519.0,grmn,0.0,57.49,,1456.380005,0.4836591087288215,-0.4836591087288215,underperform
225,2012-10-14 21:43:01,1350222181.0,se,124.91,29.03,,1432.839966,0.0,0.0,underperform
226,2005-04-01 00:00:37,1112284837.0,se,2.856,24.02,,1172.920044,-18.140192077808084,0.8821831215559257,outperform
